Fid,Trans_Date,CC_No,CC_type,Trans_Type,Amount,Firstname,Lastname,Gender,Age,lat,lon,Transid,Label,results
172.217.10.72-10.42.0.211-443-47966-6,06-09-22,5600000000000000.0,Dynamic Currency Conversion,food_dining,1351.998523,Joseph,Moody,Male,58,29.9912,-90.2479,800000,0,0
10.42.0.42-66.198.24.253-50007-80-6,11-11-22,4630000000000000.0,Single Currency Card,entertainment,857.535876,Jasmine,Wade,Female,77,41.8383,-71.4377,949880,0,0
180.149.136.194-10.42.0.211-443-35866-6,09-10-22,4960000000000000.0,EaseMyTrip,personal_care,137.046292,Stacy,Walsh,Female,45,40.6284,-76.195,405000,1,1
10.42.0.42-123.125.29.220-48874-80-6,07-05-22,4.38e+18,Dynamic Currency Conversion,shopping_net,1403.477006,Thomas,Jenkins,Male,47,37.7878,-122.1884,399000,1,1
140.205.32.3-10.42.0.211-443-56389-6,29-11-22,676000000000.0,Dynamic Currency Conversion,food_dining,1013.086448,Ellen,Carrillo,Female,73,38.9829,-93.9757,730001,0,0
217.69.136.176-10.42.0.211-443-54532-6,02-01-22,2710000000000000.0,Single Currency Card,kids_pets,964.118618,Christina,Moore,Female,74,39.9914,-80.4408,1795000,0,0
172.217.7.195-10.42.0.151-443-37641-6,08-09-21,6010000000000000.0,EaseMyTrip,misc_pos,199.955286,Gary,Barnes,Male,87,33.3398,-92.7442,260000,0,0
205.185.216.10-10.42.0.151-80-43677-6,22-04-22,4710000000000000.0,First Wealth Credit Card ,misc_pos,2576.552758,Justin,Bell,Male,70,41.229,-85.3244,751750,1,1
172.217.12.131-10.42.0.211-80-55423-6,16-02-23,630000000000.0,Elite Credit Card,kids_pets,165.05215,Jennifer,Black,Female,72,39.1505,-79.503,325000,1,1
172.217.11.36-10.42.0.151-443-44165-6,04-03-23,4.09e+18,Dynamic Currency Conversion,kids_pets,173.686552,Debra,Stark,Female,51,32.3836,-94.8653,344950,1,1
10.42.0.151-108.174.11.1-54319-80-6,27-11-22,4.04e+18,Single Currency Card,travel,186.240772,Jeffrey,Lewis,Male,52,48.3396,-102.24,457500,1,1
10.42.0.151-104.193.88.109-49999-80-6,28-08-21,38600000000000.0,EaseMyTrip,home,648.139459,Jacqueline,Curry,Female,63,30.1886,-103.2214,389000,1,1
172.217.6.194-10.42.0.42-443-52203-6,29-11-22,4.32e+18,Dynamic Currency Conversion,home,312.343947,Kathleen,Nash,Female,65,37.1788,-82.695,515000,0,0
222.73.28.96-10.42.0.211-80-60584-6,03-05-21,2230000000000000.0,EaseMyTrip,travel,162.94308,Angie,Jones,Female,72,27.9004,-82.7152,732000,1,1
10.42.0.211-123.125.115.164-42498-443-6,05-05-22,30500000000000.0,Dynamic Currency Conversion,shopping_pos,956.3300230000001,Amanda,Smith,Female,72,32.6786,-81.2455,415000,0,0
10.42.0.211-106.39.169.66-34462-80-6,05-05-22,4990000000000.0,Single Currency Card,home,312.343947,Martin,Ford,Male,61,39.6967,-78.8031,1655000,0,0
172.217.10.67-10.42.0.42-443-45166-6,09-10-21,30600000000000.0,EaseMyTrip,health_fitness,339.553093,Michael,Olson,Male,51,40.4931,-91.8912,535000,0,0
198.105.244.11-10.42.0.151-80-57406-6,28-07-21,6510000000000000.0,Dynamic Currency Conversion,entertainment,627.015802,Robert,Nguyen,Male,80,39.3426,-114.8859,540000,1,1
172.217.10.1-10.42.0.42-443-38043-6,19-08-21,4200000000000.0,Single Currency Card,home,137.6915,Christie,Williamson,Female,65,41.4768,-95.3509,525000,0,0
172.217.10.102-10.42.0.211-443-48275-6,04-07-21,60490596305.0,EaseMyTrip,health_fitness,1148.631716,Karen,Johnson,Female,1,34.8838,-90.7666,570000,1,1
202.77.129.150-10.42.0.211-443-41526-6,13-02-21,180000000000000.0,First Wealth Credit Card ,food_dining,417.290247,Patricia,Gonzalez,Female,54,37.9048,-86.524,569950,0,0
10.42.0.42-52.84.29.55-32885-443-6,28-06-21,4.96e+18,Elite Credit Card,shopping_net,286.122587,Kenneth,Robinson,Male,68,40.6747,-74.2239,283200,1,1
10.42.0.211-10.42.0.1-42738-53-17,26-12-21,4.26e+18,Dynamic Currency Conversion,home,312.343947,George,Smith,Male,65,32.69,-96.9177,1100000,0,0
10.42.0.211-64.34.226.86-38565-443-6,06-01-21,346000000000000.0,Single Currency Card,personal_care,1172.289863,Carol,Dillon,Female,60,38.4121,-75.2811,830000,1,1
198.11.189.2-10.42.0.211-443-40537-6,21-05-22,568000000000.0,EaseMyTrip,health_fitness,2199.0777160000002,Micheal,Hernandez,Male,64,46.5522,-96.7909,495000,1,1
172.217.10.106-10.42.0.211-443-38180-6,15-02-23,504000000000.0,Dynamic Currency Conversion,entertainment,2488.976669,Andrew,Mcgee,Male,45,29.5894,-98.5201,292050,0,0
216.58.219.202-10.42.0.151-443-50639-6,20-01-21,30200000000000.0,Dynamic Currency Conversion,home,579.587654,Danielle,Yu,Female,49,30.592,-97.2893,415000,1,1
10.42.0.211-54.192.38.18-39624-443-6,02-06-22,4420000000000000.0,Single Currency Card,travel,401.97027599999996,Christopher,Ortega,Male,62,41.6858,-90.3706,295832,0,0
172.217.12.131-10.42.0.42-80-57311-6,25-09-22,3530000000000000.0,EaseMyTrip,food_dining,148.28357,Megan,Bernard,Female,61,43.2237,-75.1612,450000,0,0
172.217.10.130-10.42.0.211-443-45912-6,22-05-22,371000000000000.0,First Wealth Credit Card ,shopping_pos,1479.309409,Hannah,Thomas,Female,68,34.8698,-100.6806,1381000,1,1
10.42.0.1-10.42.0.42-53-7591-17,01-04-21,3530000000000000.0,Elite Credit Card,kids_pets,1933.173023,Amber,Thornton,Female,79,40.2967,-98.73700000000001,857000,1,1
172.217.10.110-10.42.0.151-443-38248-6,07-02-23,4180000000000000.0,EaseMyTrip,entertainment,367.409536,Jill,Flores,Female,67,41.9488,-86.4913,499950,0,0
157.55.130.145-10.42.0.42-443-46360-17,01-07-22,4390000000000.0,Dynamic Currency Conversion,shopping_pos,192.66679,Charles,Rodriguez,Male,55,39.3391,-95.0999,465000,1,1
182.22.65.137-10.42.0.151-443-41720-6,12-04-22,3510000000000000.0,Single Currency Card,entertainment,1122.076137,Christine,Burns,Female,73,38.1372,-81.5962,329000,0,0
180.149.134.141-10.42.0.211-80-37491-6,08-08-22,4.31e+18,EaseMyTrip,kids_pets,169.005281,Julian,Price,Male,61,39.3764,-76.729,475000,1,1
10.42.0.42-73.67.213.109-46360-1911-17,25-11-21,4000000000000000.0,Dynamic Currency Conversion,food_dining,280.821958,Chris,White,Male,65,33.3224,-86.9657,255000,0,0
172.217.10.46-10.42.0.42-443-33786-6,25-04-22,343000000000000.0,Single Currency Card,shopping_net,197.186568,Gloria,Wallace,Female,48,43.6849,-71.2551,435000,1,1
10.42.0.211-77.234.44.201-42283-80-6,14-01-23,4680000000000.0,EaseMyTrip,health_fitness,2077.873573,Daniel,Boyd,Male,83,30.250999999999998,-92.5002,685000,0,0
183.57.48.84-10.42.0.211-80-37804-6,15-05-21,4280000000000000.0,First Wealth Credit Card ,kids_pets,797.250949,Jennifer,Vance,Female,84,46.1664,-103.7079,715000,0,0
10.42.0.211-10.42.0.1-62730-53-17,04-12-21,4100000000000000.0,Elite Credit Card,misc_pos,53.655347,James,Stephens,Male,66,38.2586,-78.4074,780000,0,0
10.42.0.151-115.239.210.141-40863-443-6,13-03-22,4470000000000.0,EaseMyTrip,personal_care,163.459999,Dakota,Maldonado,Male,59,36.4899,-79.4736,345000,0,0
172.217.10.14-10.42.0.42-443-38075-6,09-08-21,6010000000000000.0,Dynamic Currency Conversion,kids_pets,149.301101,Johnny,Bennett,Male,67,40.9115,-74.414,355000,0,0
174.35.73.71-10.42.0.42-80-39415-6,17-01-22,4900000000000.0,EaseMyTrip,misc_pos,890.6391179999999,Michael,Johnson,Male,65,33.9056,-118.0818,282000,1,1
151.101.129.140-10.42.0.42-443-48106-6,28-05-22,3510000000000000.0,Dynamic Currency Conversion,misc_pos,300.210049,Randy,Murphy,Male,64,38.577,-90.5255,244000,1,1
208.80.153.224-10.42.0.151-443-37991-6,15-10-21,504000000000.0,Single Currency Card,health_fitness,406.790252,Andrew,Mcgee,Male,63,29.5894,-98.5201,967500,0,0
172.217.11.3-10.42.0.42-443-33893-17,16-05-22,4640000000000000.0,EaseMyTrip,shopping_pos,432.68807999999996,Sabrina,Johnson,Female,75,38.9999,-109.615,375000,0,0
180.149.136.194-10.42.0.211-443-33967-6,28-09-21,3560000000000000.0,Dynamic Currency Conversion,personal_care,85.297166,Jose,Vasquez,Male,63,29.0393,-95.4401,1600000,0,0
10.42.0.211-10.42.0.1-15140-53-17,25-04-21,371000000000000.0,Single Currency Card,personal_care,176.283228,Sarah,Clark,Female,66,36.2017,-81.1286,527500,1,1
216.58.219.227-10.42.0.151-443-57675-6,01-12-22,375000000000000.0,EaseMyTrip,personal_care,74.667401,Joshua,Mendoza,Male,87,38.8564,-80.158,994000,1,1
192.229.173.173-10.42.0.151-80-38492-6,01-12-22,377000000000000.0,First Wealth Credit Card ,misc_pos,440.30634000000003,Jackie,Davis,Female,62,37.3272,-91.0243,313000,1,1
10.42.0.211-77.234.44.40-36354-80-6,13-11-22,3530000000000000.0,Elite Credit Card,entertainment,237.32838199999998,Megan,Bernard,Female,64,43.2237,-75.1612,587000,1,1
10.42.0.211-123.125.115.164-57371-443-6,05-03-21,2310000000000000.0,Dynamic Currency Conversion,home,834.025674,Jeffrey,Rice,Male,63,40.6866,-92.6833,304000,1,1
172.217.9.234-10.42.0.42-443-48253-6,01-06-21,374000000000000.0,Single Currency Card,health_fitness,155.79285900000002,Linda,Hurst,Female,68,47.1709,-100.7944,675000,0,0
10.42.0.42-66.198.178.91-52457-443-6,02-10-22,630000000000.0,EaseMyTrip,shopping_net,1164.178674,Rachel,Daniels,Female,68,46.3535,-86.6345,305000,1,1
10.42.0.151-123.125.29.220-52975-80-6,07-01-23,4150000000000000.0,Dynamic Currency Conversion,home,563.827502,Tanner,Carroll,Male,67,40.1008,-80.0652,280000,0,0
10.42.0.151-72.21.206.140-57045-443-6,06-09-22,180000000000000.0,Dynamic Currency Conversion,personal_care,4951.58548,Michelle,Anderson,Female,78,42.6853,-73.8253,960000,0,0
171.84.4.11-10.42.0.211-80-36701-6,24-12-22,3590000000000000.0,Single Currency Card,health_fitness,312.343947,Laura,Casey,Female,66,44.4971,-67.9503,500000,0,0
10.42.0.151-104.193.88.109-48424-80-6,06-10-21,371000000000000.0,EaseMyTrip,home,57.150516,Jeremy,Jones,Male,74,40.0235,-120.7986,274950,1,1
10.42.0.151-23.206.163.180-40754-443-6,16-05-21,371000000000000.0,First Wealth Credit Card ,kids_pets,444.12429000000003,Randall,Burgess,Male,45,31.2462,-83.6549,455600,0,0
10.42.0.1-10.42.0.42-53-15128-17,26-10-22,4940000000000000.0,Elite Credit Card,entertainment,185.657751,Lance,Wagner,Male,55,32.8088,-83.17399999999999,970000,1,1
216.58.219.206-10.42.0.151-443-56551-6,20-03-22,213000000000000.0,EaseMyTrip,grocery_net,2463.472147,Monica,Lane,Female,64,44.6084,-70.6993,312900,0,0
10.42.0.211-10.42.0.1-33508-53-17,16-06-22,4.09e+18,Dynamic Currency Conversion,gas_transport,214.263752,Jeffrey,Vargas,Male,69,34.3091,-78.3372,535000,1,1
10.42.0.211-10.42.0.1-50568-53-17,06-05-21,4.36e+18,Single Currency Card,shopping_pos,529.3404879999999,Tanner,Davis,Male,67,39.8153,-91.2627,427000,0,0
10.42.0.211-104.244.43.3-43873-443-6,16-10-21,4870000000000000.0,EaseMyTrip,grocery_pos,219.465695,Patricia,Russell,Female,50,41.5646,-91.0859,405000,1,1
209.10.120.26-10.42.0.211-80-44911-6,03-12-21,30200000000000.0,Dynamic Currency Conversion,gas_transport,354.38100299999996,Raymond,Lloyd,Male,52,34.7031,-86.3068,480000,1,1
172.217.12.174-10.42.0.151-443-52861-6,10-02-21,3600000000000000.0,Single Currency Card,misc_pos,134.448872,Jessica,Smith,Female,54,36.8421,-85.5396,725000,0,0
172.217.3.99-10.42.0.151-443-51327-6,28-03-22,6600000000000000.0,EaseMyTrip,gas_transport,762.263884,Kyle,Wright,Male,57,43.0261,-94.4064,293000,1,1
10.42.0.211-10.42.0.1-8658-53-17,02-05-22,6010000000000000.0,First Wealth Credit Card ,grocery_pos,265.708814,Emily,Hall,Female,54,38.8089,-78.7776,268000,0,0
172.217.3.110-10.42.0.151-443-51101-6,28-02-22,370000000000000.0,Elite Credit Card,misc_pos,1300.596775,Christopher,Gomez,Male,54,30.5668,-90.48200000000001,475000,0,0
172.217.11.46-10.42.0.151-443-57921-6,26-10-22,4.74e+18,Dynamic Currency Conversion,misc_net,2503.3745949999998,Cassandra,Sanders,Female,81,20.0271,-155.3697,488000,1,1
10.42.0.151-31.13.80.5-35842-443-6,06-02-22,2360000000000000.0,Single Currency Card,shopping_pos,7490.453967,Mike,Tran,Male,65,39.2092,-76.6681,760000,1,1
216.58.219.202-10.42.0.151-443-45271-6,10-02-23,3590000000000000.0,EaseMyTrip,shopping_net,2459.741299,Christian,Roman,Male,55,35.0659,-89.1534,1710000,0,0
10.42.0.42-123.125.115.164-52194-443-6,20-12-22,38100000000000.0,Dynamic Currency Conversion,gas_transport,2384.817152,Marissa,Clark,Female,70,37.3304,-121.7913,754950,1,1
203.205.158.61-10.42.0.211-80-56065-6,11-03-21,4820000000000000.0,Dynamic Currency Conversion,misc_net,202.73209,Christina,Nelson,Female,53,31.9907,-96.9837,263900,0,0
10.42.0.211-66.198.24.243-45471-80-6,20-02-23,213000000000000.0,Single Currency Card,shopping_net,3598.719728,Shawn,King,Male,70,45.8289,-118.4971,460000,1,1
10.42.0.211-14.29.93.243-32782-80-6,23-06-21,2360000000000000.0,EaseMyTrip,grocery_pos,312.343947,Mike,Tran,Male,70,39.2092,-76.6681,399950,0,0
202.77.129.230-10.42.0.211-80-60571-6,14-12-21,60416207185.0,First Wealth Credit Card ,grocery_pos,373.931063,Mary,Diaz,Female,62,43.0048,-108.8964,370000,1,1
198.11.132.178-10.42.0.211-443-36128-6,28-02-21,213000000000000.0,Elite Credit Card,grocery_pos,3073.416298,Tara,Campbell,Female,56,41.606,-109.23,1149000,0,0
10.42.0.211-96.6.164.184-40926-80-6,29-05-21,36700000000000.0,Dynamic Currency Conversion,misc_net,76.462301,Jessica,Perez,Female,67,33.2887,-111.0985,450800,0,0
10.42.0.151-10.42.0.1-10579-53-17,08-04-21,3540000000000000.0,Single Currency Card,misc_pos,2861.890896,Steven,Yoder,Male,60,34.7437,-102.5064,627000,0,0
172.217.10.225-10.42.0.151-443-45440-6,17-08-21,676000000000.0,EaseMyTrip,grocery_pos,157.269321,Natasha,Mclaughlin,Female,47,38.4549,-122.2564,495000,0,0
10.42.0.211-31.13.65.7-52981-443-6,08-04-21,2710000000000000.0,Dynamic Currency Conversion,shopping_net,220.455533,David,Serrano,Male,44,39.283,-82.3977,310000,0,0
10.42.0.42-36.51.254.232-60321-443-6,24-04-21,4200000000000.0,Single Currency Card,misc_pos,559.030296,Benjamin,Robinson,Male,51,45.5303,-122.7033,550000,1,1
10.42.0.211-10.42.0.1-8031-53-17,14-03-21,377000000000000.0,EaseMyTrip,shopping_pos,3430.627754,Billy,Gallagher,Male,66,39.4055,-75.3209,215000,1,1
157.240.2.25-10.42.0.42-443-51677-6,05-05-21,4030000000000000.0,Dynamic Currency Conversion,shopping_pos,190.365154,Krystal,Key,Female,48,41.1762,-79.1976,799000,0,0
202.77.129.150-10.42.0.42-80-54871-6,21-06-21,371000000000000.0,Single Currency Card,grocery_net,3245.6934850000002,Sarah,Clark,Female,63,36.2017,-81.1286,630000,0,0
157.240.2.20-10.42.0.211-443-38090-6,06-04-21,2720000000000000.0,EaseMyTrip,grocery_net,67.1925,Mark,Wood,Male,63,44.0575,-69.9656,267000,0,0
172.217.10.238-10.42.0.151-443-60474-6,08-02-22,3550000000000000.0,First Wealth Credit Card ,gas_transport,232.131169,Kayla,Obrien,Female,62,31.6591,-96.8094,900000,1,1
10.42.0.211-98.139.225.43-50908-443-6,10-02-23,4510000000000.0,Elite Credit Card,shopping_pos,645.320421,Alicia,Hawkins,Female,77,38.8582,-76.6145,365000,1,1
10.42.0.151-36.51.254.232-41066-443-6,20-02-22,2260000000000000.0,Dynamic Currency Conversion,gas_transport,642.547142,Christopher,Grimes,Male,56,43.5103,-72.1334,544500,1,1
10.42.0.211-115.239.210.141-58270-80-6,03-04-21,6570000000000000.0,Single Currency Card,misc_net,27631.450719999997,Kristina,Lewis,Female,58,36.2395,-95.9596,599000,1,1
10.42.0.151-119.146.74.33-38815-443-6,13-02-23,6550000000000000.0,EaseMyTrip,entertainment,183.858351,Monique,Robinson,Female,52,33.615,-117.7114,815000,1,1
10.42.0.151-52.216.1.211-57842-443-6,15-10-21,30100000000000.0,Dynamic Currency Conversion,grocery_net,165.308304,Brianna,Foley,Female,50,35.9335,-84.1481,254000,0,0
172.217.3.110-10.42.0.151-443-59289-6,04-02-21,4930000000000000.0,Dynamic Currency Conversion,grocery_pos,221.37594199999998,Richard,Carter,Male,24,44.9673,-93.2828,740000,1,1
203.130.53.126-10.42.0.151-80-57922-6,02-09-21,375000000000000.0,Single Currency Card,gas_transport,411.871046,Joshua,Mendoza,Male,42,38.8564,-80.158,225000,0,0
180.149.138.210-10.42.0.211-80-38024-6,25-10-22,5000000000000000.0,EaseMyTrip,grocery_pos,481.558276,Stephanie,Taylor,Female,76,44.9913,-92.9487,925000,0,0
10.42.0.211-91.190.218.65-52306-12350-6,20-03-22,4840000000000000.0,EaseMyTrip,grocery_net,17494.90735,Meredith,Campbell,Female,74,41.1826,-92.3097,1285000,0,0
172.217.12.132-10.42.0.42-443-34900-6,01-08-21,4480000000000000.0,Dynamic Currency Conversion,grocery_pos,184.776562,Leslie,Ford,Female,74,38.8265,-82.1364,537000,1,1
10.42.0.211-69.147.82.60-39054-443-6,20-04-21,4660000000000000.0,EaseMyTrip,grocery_pos,724.956358,Tara,Richards,Female,75,39.9636,-79.7853,335000,0,0
180.149.153.68-10.42.0.211-80-55226-6,08-06-21,4.6e+18,Dynamic Currency Conversion,grocery_pos,1121.510137,Mary,Myers,Female,69,36.3846,-89.4649,840000,1,1
172.217.7.227-10.42.0.42-80-45643-6,28-09-22,3570000000000000.0,Single Currency Card,grocery_pos,106.03936200000001,Kristina,Stewart,Female,31,34.3795,-118.523,224000,0,0
10.42.0.211-10.42.0.1-29064-53-17,28-10-22,4310000000000000.0,EaseMyTrip,grocery_pos,1606.9633789999998,Renee,Walls,Female,62,40.1186,-87.2602,395000,1,1
10.42.0.42-37.1.204.175-58719-80-6,09-11-22,5560000000000000.0,Dynamic Currency Conversion,gas_transport,483.836254,Jack,Hill,Male,67,41.6125,-122.5258,450000,0,0
10.42.0.211-10.42.0.1-52700-53-17,19-09-21,4830000000000000.0,Single Currency Card,misc_net,212.770698,Tami,Forbes,Female,61,41.6983,-70.3001,681000,1,1
10.42.0.211-66.231.239.120-41817-443-6,21-09-22,630000000000.0,Single Currency Card,misc_net,1430.50774,Meredith,Ayala,Female,74,45.67100000000001,-121.8686,898000,1,1
10.42.0.211-10.42.0.1-34613-53-17,08-02-21,2250000000000000.0,EaseMyTrip,gas_transport,1241.283569,Margaret,Gibson,Female,76,38.0828,-76.3477,370000,0,0
151.101.21.140-10.42.0.211-443-45974-6,17-03-21,3590000000000000.0,Dynamic Currency Conversion,grocery_pos,208.701639,Kimberly,Gonzalez,Female,81,34.5091,-92.4828,429000,1,1
180.149.153.68-10.42.0.151-80-60998-6,01-01-21,3590000000000000.0,Single Currency Card,gas_transport,312.343947,Christian,Roman,Male,64,35.0659,-89.1534,150000,0,0
172.217.6.234-10.42.0.211-443-36562-6,19-06-21,4280000000000.0,EaseMyTrip,grocery_pos,994.384835,Lisa,Hendrix,Female,82,40.0246,-79.6955,555000,0,0
10.42.0.211-123.134.184.160-44605-80-6,26-09-21,3560000000000000.0,First Wealth Credit Card ,food_dining,312.343947,Teresa,Blankenship,Female,70,32.6205,-94.2,326000,1,1
10.42.0.151-10.42.0.1-60565-53-17,03-04-21,3560000000000000.0,Elite Credit Card,grocery_pos,671.420908,William,Skinner,Male,73,34.4793,-87.4769,225000,1,1
174.35.73.165-10.42.0.42-80-43798-6,01-08-22,630000000000.0,Dynamic Currency Conversion,shopping_pos,691.692633,Ian,Patton,Male,62,36.4992,-120.0936,245100,0,0
10.42.0.42-23.194.140.226-54784-80-6,05-04-22,4380000000000000.0,Single Currency Card,grocery_net,248.700571,Nicholas,Mcmahon,Male,52,36.115,-84.0438,665000,1,1
10.42.0.42-103.7.30.118-34283-80-6,12-12-22,4160000000000000.0,EaseMyTrip,grocery_pos,291.307669,Justin,Bell,Male,80,40.4308,-79.9205,535000,0,0
10.42.0.151-10.42.0.1-60981-53-17,06-07-22,4.65e+18,Dynamic Currency Conversion,grocery_pos,179.894243,Robert,Hall,Male,71,36.7779,-81.7676,305000,1,1
10.42.0.211-10.42.0.1-31246-53-17,08-09-22,3530000000000000.0,Dynamic Currency Conversion,grocery_pos,312.343947,Pamela,Curtis,Female,81,40.4679,-77.8967,999000,0,0
10.42.0.211-52.88.110.117-41428-443-6,29-03-21,4170000000000000.0,Single Currency Card,grocery_pos,2009.821743,Jamie,Carr,Female,71,40.2236,-76.538,215000,1,1
10.42.0.1-10.42.0.42-53-38618-17,10-01-22,30000000000000.0,EaseMyTrip,shopping_net,173.336309,John,Peters,Male,77,32.9013,-91.0286,432500,0,0
217.69.136.175-10.42.0.211-443-42209-6,06-01-21,4.32e+18,First Wealth Credit Card ,misc_net,199.730537,Kathleen,Nash,Female,91,37.1788,-82.695,655000,0,0
10.42.0.211-23.66.169.49-56314-80-6,13-05-21,6010000000000000.0,Elite Credit Card,grocery_net,4980.192685,Erin,Chavez,Female,72,39.5994,-105.0044,266200,0,0
10.42.0.42-103.235.46.39-57600-80-6,25-06-22,5460000000000000.0,Dynamic Currency Conversion,shopping_net,1868.983718,Taylor,Khan,Female,56,41.0472,-79.8089,244615,0,0
174.129.32.118-10.42.0.211-443-42128-6,06-03-23,6010000000000000.0,Single Currency Card,gas_transport,98.678839,Maria,Roy,Female,85,42.1001,-73.3611,460000,0,0
172.217.11.46-10.42.0.151-443-33892-6,11-10-22,3520000000000000.0,EaseMyTrip,misc_net,982.544984,Tracy,Conway,Female,47,41.1573,-88.0619,370000,1,1
157.240.18.36-10.42.0.211-443-34618-6,03-04-21,6540000000000000.0,Dynamic Currency Conversion,misc_pos,263.163209,Jodi,Rodriguez,Female,61,36.0244,-90.9288,465000,1,1
172.217.12.173-10.42.0.151-443-52900-6,06-04-22,375000000000000.0,EaseMyTrip,misc_pos,479.77177400000005,Zachary,Boone,Male,83,43.0622,-77.2218,1175000,0,0
203.130.53.126-10.42.0.151-80-46295-6,31-10-22,3530000000000000.0,Dynamic Currency Conversion,gas_transport,312.343947,Megan,Bernard,Female,75,43.2237,-75.1612,189000,0,0
198.11.132.221-10.42.0.151-443-56614-6,13-10-22,213000000000000.0,Single Currency Card,shopping_pos,1365.123434,Steven,Arnold,Male,70,42.32,-78.0943,820000,0,0
10.42.0.211-34.227.188.19-41920-443-6,20-04-21,4.69e+18,EaseMyTrip,gas_transport,362.970189,Steven,Brooks,Male,81,40.9207,-96.16799999999999,968000,1,1
10.42.0.151-10.42.0.1-2187-53-17,01-01-23,4030000000000.0,Dynamic Currency Conversion,gas_transport,858.9774269999999,Debbie,Payne,Female,73,41.5224,-71.9934,1400000,1,1
183.79.250.251-10.42.0.211-443-47398-6,16-07-22,343000000000000.0,Single Currency Card,grocery_pos,269.17899500000004,Gloria,Wallace,Female,54,43.6849,-71.2551,438750,1,1
10.42.0.211-61.135.185.139-54608-80-6,06-02-23,30300000000000.0,EaseMyTrip,gas_transport,631.106468,Lisa,Lin,Female,59,40.6761,-91.0391,1210000,1,1
172.217.7.195-10.42.0.42-443-40191-6,15-04-22,213000000000000.0,First Wealth Credit Card ,misc_net,1716.092764,Steven,Arnold,Male,63,42.32,-78.0943,600000,1,1
10.42.0.151-69.28.57.178-39662-10086-6,14-04-21,60427851591.0,Elite Credit Card,grocery_pos,1886.2233609999998,Bradley,Martinez,Male,54,35.3492,-99.18799999999999,589000,0,0
180.149.135.239-10.42.0.211-80-59255-6,30-08-22,2350000000000000.0,Dynamic Currency Conversion,misc_pos,1035.039239,Justin,Gay,Male,71,42.1767,-79.9416,590000,1,1
10.42.0.211-23.194.140.226-48027-80-6,27-10-22,4250000000000.0,Single Currency Card,entertainment,1284.011712,Judith,Moss,Female,76,39.537,-83.455,479900,0,0
10.42.0.151-74.125.22.188-53318-5228-6,21-02-23,3510000000000000.0,EaseMyTrip,grocery_pos,200.759856,Ariana,Campbell,Female,44,37.7256,-81.1087,210000,0,0
10.42.0.211-47.88.68.21-54275-443-6,24-04-21,4220000000000.0,Dynamic Currency Conversion,grocery_pos,1855.7662260000002,Patrick,Torres,Male,79,42.8223,-83.2829,745000,0,0
10.42.0.151-31.13.71.1-55634-443-6,18-04-22,676000000000.0,Dynamic Currency Conversion,gas_transport,277.582819,Katelyn,Wise,Female,71,44.9897,-122.6187,840500,1,1
172.217.9.234-10.42.0.211-443-46213-6,13-02-21,3530000000000000.0,Single Currency Card,gas_transport,2610.0538850000003,Pamela,Curtis,Female,70,40.4679,-77.8967,420000,0,0
10.42.0.211-54.192.36.247-49230-443-6,04-07-21,180000000000000.0,EaseMyTrip,misc_net,1225.908506,Michelle,Anderson,Female,51,42.6853,-73.8253,565000,1,1
10.42.0.151-52.216.1.211-38590-443-6,16-12-21,3560000000000000.0,First Wealth Credit Card ,grocery_pos,1194.234398,Olivia,Stephenson,Female,75,43.7893,-75.4156,840000,0,0
172.217.12.174-10.42.0.151-443-45986-6,12-09-22,4450000000000000.0,Elite Credit Card,grocery_net,204.676682,Ryan,Joseph,Male,83,37.9073,-75.5089,681716,1,1
10.42.0.211-10.42.0.1-22152-53-17,15-02-22,4780000000000000.0,EaseMyTrip,misc_pos,1384.1114929999999,Peter,Caldwell,Male,75,40.1334,-75.4536,600000,0,0
172.217.3.99-10.42.0.211-443-41568-6,11-10-21,4450000000000000.0,Dynamic Currency Conversion,grocery_pos,134.985783,Joseph,Davis,Male,73,34.5444,-102.1069,380000,1,1
10.42.0.151-10.42.0.1-32579-53-17,08-03-22,4610000000000.0,Single Currency Card,shopping_net,1943.431564,Jason,Murphy,Male,87,35.9946,-81.7266,168500,1,1
10.42.0.211-10.42.0.1-55162-53-17,21-08-22,4.43e+18,EaseMyTrip,shopping_net,373.89316099999996,Richard,Waters,Male,55,42.9993,-88.2196,355000,0,0
172.217.10.225-10.42.0.42-443-41540-6,11-10-22,4280000000000.0,Dynamic Currency Conversion,grocery_pos,210.248259,Lisa,Hendrix,Female,73,40.0246,-79.6955,277000,1,1
217.12.13.13-10.42.0.211-443-60483-6,04-07-22,378000000000000.0,Single Currency Card,gas_transport,784.387878,Mary,Mcintyre,Female,78,44.0385,-123.0614,236000,0,0
10.42.0.1-10.42.0.42-53-36903-17,25-01-21,6600000000000000.0,EaseMyTrip,shopping_net,3024.949485,Gina,Gomez,Female,51,40.6774,-74.4968,270000,0,0
172.217.6.227-10.42.0.42-443-58459-6,22-07-21,3560000000000000.0,First Wealth Credit Card ,gas_transport,179.58584199999999,Timothy,Simmons,Male,58,45.3099,-122.9685,700000,1,1
10.42.0.1-10.42.0.42-53-35666-17,04-03-23,213000000000000.0,Elite Credit Card,misc_pos,41.302445,Willie,Jordan,Male,54,32.955,-92.587,425000,1,1
10.42.0.151-52.192.237.93-43991-443-6,14-12-22,4.18e+18,Dynamic Currency Conversion,gas_transport,327.072615,Jessica,Potter,Female,83,36.6659,-105.4694,635000,0,0
